1,2.24e-07,2.16e-07,1.86e-07
2,1.09e-07,1.835e-07,1.43e-07
3,9.7e-08,1.70333e-07,1.21333e-07
4,1e-07,1.6225e-07,1.07e-07
5,1.034e-07,1.548e-07,1.03e-07
6,1.07667e-07,1.555e-07,9.95e-08
7,1.18143e-07,1.60143e-07,6.68571e-08
8,7.175e-08,1.0225e-07,5.9875e-08
9,7.28889e-08,1.02e-07,5.84444e-08
10,7.66e-08,1.06e-07,5.95e-08
11,7.86364e-08,1.01636e-07,5.99091e-08
12,8.05833e-08,1.04667e-07,5.825e-08
13,8.62308e-08,1.01308e-07,5.76154e-08
14,8.87857e-08,9.98571e-08,5.76429e-08
15,9.14e-08,1.03933e-07,5.95333e-08
16,9.79375e-08,1.11437e-07,5.6e-08
17,9.85882e-08,1.06765e-07,5.57647e-08
18,1.04056e-07,1.06278e-07,5.62222e-08
19,1.08053e-07,1.10947e-07,5.65789e-08
20,1.121e-07,1.084e-07,5.55e-08
21,1.14905e-07,1.05762e-07,5.65238e-08
22,1.17864e-07,1.07636e-07,5.56364e-08
23,1.25087e-07,1.07478e-07,5.47826e-08
24,1.27667e-07,1.12042e-07,5.53333e-08
25,1.3196e-07,1.0796e-07,5.476e-08
26,1.35192e-07,1.13038e-07,5.59615e-08
27,1.40889e-07,1.06593e-07,5.58519e-08
28,1.40714e-07,1.10929e-07,5.37857e-08
29,1.45793e-07,1.12103e-07,5.65517e-08
30,1.51933e-07,1.10333e-07,5.47667e-08
31,1.54e-07,1.08677e-07,5.4129e-08
32,1.60781e-07,1.12938e-07,5.55625e-08
33,1.61667e-07,1.13212e-07,5.39394e-08
34,1.66206e-07,1.13882e-07,5.38235e-08
35,1.70886e-07,1.11314e-07,5.38857e-08
36,1.74389e-07,1.09611e-07,5.46389e-08
37,1.76892e-07,1.16081e-07,5.52973e-08
38,1.81658e-07,1.09842e-07,5.36579e-08
39,1.87667e-07,1.13692e-07,5.38974e-08
40,1.9035e-07,1.167e-07,5.35e-08
41,1.93146e-07,1.16488e-07,5.29268e-08
42,1.985e-07,1.11976e-07,5.41429e-08
43,2.02791e-07,1.15814e-07,5.25349e-08
44,2.05864e-07,1.13455e-07,5.41591e-08
45,2.11822e-07,1.11889e-07,4.89822e-07
46,2.17217e-07,1.145e-07,5.23043e-08
47,2.17532e-07,1.13723e-07,5.4234e-08
48,2.21875e-07,1.15021e-07,5.41458e-08
49,2.23959e-07,1.18694e-07,5.1898e-08
50,2.3258e-07,1.158e-07,5.296e-08
51,2.35529e-07,1.18275e-07,5.18824e-08
52,2.37673e-07,1.18173e-07,5.18846e-08
53,2.41245e-07,1.1983e-07,5.25094e-08
54,2.45241e-07,1.18333e-07,5.27778e-08
55,2.52145e-07,1.18509e-07,5.32e-08
56,2.55607e-07,1.18964e-07,1.58321e-07
57,2.58912e-07,1.19053e-07,5.39825e-08
58,2.62397e-07,1.17431e-07,5.32241e-08
59,2.66203e-07,1.16898e-07,5.29322e-08
60,2.69133e-07,1.19283e-07,5.17667e-08
61,2.75393e-07,1.1559e-07,5.34918e-08
